,org:resource,lifecycle:transition_start,concept:name,time:timestamp_start,case:REG_DATE_start,case:concept:name,case:AMOUNT_REQ_start,lifecycle:transition_complete,time:timestamp_complete,case:REG_DATE_complete,case:AMOUNT_REQ_complete,duration,duration_seconds
655166,11203,START,W_Completeren aanvraag,2012-02-14 09:57:43.379000+00:00,2012-02-14 09:32:56.760000+00:00,209206,3500,COMPLETE,2012-02-14 10:05:37.122000+00:00,2012-02-14 09:32:56.760000+00:00,3500,0 days 00:07:53.743000,473
642830,11203,START,W_Completeren aanvraag,2012-02-14 12:06:03.587000+00:00,2012-02-11 16:25:38.926000+00:00,208436,12000,COMPLETE,2012-02-14 12:07:10.020000+00:00,2012-02-11 16:25:38.926000+00:00,12000,0 days 00:01:06.433000,66
643528,11203,START,W_Completeren aanvraag,2012-02-14 12:07:24.175000+00:00,2012-02-12 05:29:49.850000+00:00,208502,10000,COMPLETE,2012-02-14 12:08:13.988000+00:00,2012-02-12 05:29:49.850000+00:00,10000,0 days 00:00:49.813000,49
643538,11203,START,W_Completeren aanvraag,2012-02-14 12:08:21.246000+00:00,2012-02-12 05:29:49.850000+00:00,208502,10000,COMPLETE,2012-02-14 12:08:33.686000+00:00,2012-02-12 05:29:49.850000+00:00,10000,0 days 00:00:12.440000,12
643911,11203,START,W_Completeren aanvraag,2012-02-14 12:08:44.792000+00:00,2012-02-12 10:35:53.472000+00:00,208517,15000,COMPLETE,2012-02-14 12:09:40.281000+00:00,2012-02-12 10:35:53.472000+00:00,15000,0 days 00:00:55.489000,55
627177,11203,START,W_Completeren aanvraag,2012-02-14 12:09:46.142000+00:00,2012-02-08 14:43:12.296000+00:00,207473,3000,COMPLETE,2012-02-14 12:10:47.015000+00:00,2012-02-08 14:43:12.296000+00:00,3000,0 days 00:01:00.873000,60
644590,11203,START,W_Completeren aanvraag,2012-02-14 12:10:56.150000+00:00,2012-02-12 11:28:27.298000+00:00,208538,26750,COMPLETE,2012-02-14 12:12:13.135000+00:00,2012-02-12 11:28:27.298000+00:00,26750,0 days 00:01:16.985000,76
647062,11203,START,W_Completeren aanvraag,2012-02-14 12:21:59.277000+00:00,2012-02-12 18:25:14.895000+00:00,208625,7500,COMPLETE,2012-02-14 12:24:02.286000+00:00,2012-02-12 18:25:14.895000+00:00,7500,0 days 00:02:03.009000,123
637833,11203,START,W_Completeren aanvraag,2012-02-14 12:24:11.403000+00:00,2012-02-10 15:00:25.565000+00:00,208139,35000,COMPLETE,2012-02-14 12:26:49.335000+00:00,2012-02-10 15:00:25.565000+00:00,35000,0 days 00:02:37.932000,157
645686,11203,START,W_Completeren aanvraag,2012-02-14 12:26:57.135000+00:00,2012-02-12 14:15:17.823000+00:00,208589,21115,COMPLETE,2012-02-14 12:35:08.098000+00:00,2012-02-12 14:15:17.823000+00:00,21115,0 days 00:08:10.963000,490
643473,11203,START,W_Completeren aanvraag,2012-02-14 12:35:21.262000+00:00,2012-02-12 01:04:48.191000+00:00,208496,50000,COMPLETE,2012-02-14 12:42:27.011000+00:00,2012-02-12 01:04:48.191000+00:00,50000,0 days 00:07:05.749000,425
643317,11203,START,W_Completeren aanvraag,2012-02-14 12:44:09.582000+00:00,2012-02-11 21:38:17.789000+00:00,208481,28250,COMPLETE,2012-02-14 12:46:20.977000+00:00,2012-02-11 21:38:17.789000+00:00,28250,0 days 00:02:11.395000,131
640759,11203,START,W_Completeren aanvraag,2012-02-14 12:46:41.696000+00:00,2012-02-10 21:19:28.610000+00:00,208286,45000,COMPLETE,2012-02-14 12:55:25.672000+00:00,2012-02-10 21:19:28.610000+00:00,45000,0 days 00:08:43.976000,523
641802,11203,START,W_Completeren aanvraag,2012-02-14 12:55:34.101000+00:00,2012-02-11 10:46:32.413000+00:00,208358,2500,COMPLETE,2012-02-14 12:56:44.787000+00:00,2012-02-11 10:46:32.413000+00:00,2500,0 days 00:01:10.686000,70
639617,11203,START,W_Completeren aanvraag,2012-02-14 12:56:54.830000+00:00,2012-02-10 18:05:15.521000+00:00,208232,10000,COMPLETE,2012-02-14 12:59:08.013000+00:00,2012-02-10 18:05:15.521000+00:00,10000,0 days 00:02:13.183000,133
649224,11203,START,W_Completeren aanvraag,2012-02-14 12:59:23.388000+00:00,2012-02-13 13:19:11.529000+00:00,208814,4000,COMPLETE,2012-02-14 13:04:57.227000+00:00,2012-02-13 13:19:11.529000+00:00,4000,0 days 00:05:33.839000,333
649110,11203,START,W_Completeren aanvraag,2012-02-14 13:25:22.944000+00:00,2012-02-13 12:40:14.053000+00:00,208796,1500,COMPLETE,2012-02-14 13:26:25.173000+00:00,2012-02-13 12:40:14.053000+00:00,1500,0 days 00:01:02.229000,62
651381,11203,START,W_Completeren aanvraag,2012-02-14 13:26:31.482000+00:00,2012-02-13 16:57:07.253000+00:00,208961,7000,COMPLETE,2012-02-14 13:27:38.264000+00:00,2012-02-13 16:57:07.253000+00:00,7000,0 days 00:01:06.782000,66
647967,11203,START,W_Completeren aanvraag,2012-02-14 13:27:47.470000+00:00,2012-02-13 08:46:21.540000+00:00,208697,38000,COMPLETE,2012-02-14 13:27:59.436000+00:00,2012-02-13 08:46:21.540000+00:00,38000,0 days 00:00:11.966000,11
641995,11203,START,W_Completeren aanvraag,2012-02-14 13:28:06.168000+00:00,2012-02-11 11:37:48.071000+00:00,208373,15000,COMPLETE,2012-02-14 13:29:13.076000+00:00,2012-02-11 11:37:48.071000+00:00,15000,0 days 00:01:06.908000,66
589582,11203,START,W_Completeren aanvraag,2012-02-14 14:26:39.781000+00:00,2012-01-31 21:13:23.840000+00:00,205430,12500,COMPLETE,2012-02-14 14:30:09.467000+00:00,2012-01-31 21:13:23.840000+00:00,12500,0 days 00:03:29.686000,209
643219,11203,START,W_Completeren aanvraag,2012-02-14 14:30:29.734000+00:00,2012-02-11 20:45:38.362000+00:00,208472,22500,COMPLETE,2012-02-14 14:32:03.734000+00:00,2012-02-11 20:45:38.362000+00:00,22500,0 days 00:01:34,94
643975,11203,START,W_Completeren aanvraag,2012-02-14 14:32:22.496000+00:00,2012-02-12 10:40:29.487000+00:00,208520,20000,COMPLETE,2012-02-14 14:33:21.213000+00:00,2012-02-12 10:40:29.487000+00:00,20000,0 days 00:00:58.717000,58
643989,11203,START,W_Completeren aanvraag,2012-02-14 14:33:34.712000+00:00,2012-02-12 10:40:29.487000+00:00,208520,20000,COMPLETE,2012-02-14 14:33:43.993000+00:00,2012-02-12 10:40:29.487000+00:00,20000,0 days 00:00:09.281000,9
625155,11203,START,W_Completeren aanvraag,2012-02-14 14:34:30.709000+00:00,2012-02-07 21:42:36.613000+00:00,207299,40000,COMPLETE,2012-02-14 14:37:25.689000+00:00,2012-02-07 21:42:36.613000+00:00,40000,0 days 00:02:54.980000,174
635648,11203,START,W_Completeren aanvraag,2012-02-14 14:39:43.061000+00:00,2012-02-10 11:31:51.655000+00:00,208049,8000,COMPLETE,2012-02-14 14:42:58.689000+00:00,2012-02-10 11:31:51.655000+00:00,8000,0 days 00:03:15.628000,195
625621,11203,START,W_Completeren aanvraag,2012-02-14 14:43:11.021000+00:00,2012-02-08 08:58:12.122000+00:00,207365,5000,COMPLETE,2012-02-14 14:44:27.599000+00:00,2012-02-08 08:58:12.122000+00:00,5000,0 days 00:01:16.578000,76
653680,11203,START,W_Completeren aanvraag,2012-02-14 14:44:53.865000+00:00,2012-02-13 20:24:51.710000+00:00,209084,5000,COMPLETE,2012-02-14 14:47:14.605000+00:00,2012-02-13 20:24:51.710000+00:00,5000,0 days 00:02:20.740000,140
654504,11203,START,W_Completeren aanvraag,2012-02-14 14:47:45.979000+00:00,2012-02-13 22:03:23.007000+00:00,209135,20000,COMPLETE,2012-02-14 14:49:42.335000+00:00,2012-02-13 22:03:23.007000+00:00,20000,0 days 00:01:56.356000,116
655397,11203,START,W_Completeren aanvraag,2012-02-14 14:50:07.205000+00:00,2012-02-14 11:44:40.147000+00:00,209248,8700,COMPLETE,2012-02-14 15:00:03.744000+00:00,2012-02-14 11:44:40.147000+00:00,8700,0 days 00:09:56.539000,596
651637,11203,START,W_Completeren aanvraag,2012-02-14 15:01:45.281000+00:00,2012-02-13 17:29:53.949000+00:00,208985,5000,COMPLETE,2012-02-14 15:01:59.385000+00:00,2012-02-13 17:29:53.949000+00:00,5000,0 days 00:00:14.104000,14
652927,11203,START,W_Completeren aanvraag,2012-02-14 15:02:10.698000+00:00,2012-02-13 19:33:11.911000+00:00,209057,5000,COMPLETE,2012-02-14 15:03:26.112000+00:00,2012-02-13 19:33:11.911000+00:00,5000,0 days 00:01:15.414000,75
628308,11203,START,W_Completeren aanvraag,2012-02-14 15:03:51.049000+00:00,2012-02-08 17:19:27.357000+00:00,207536,9000,COMPLETE,2012-02-14 15:05:48.196000+00:00,2012-02-08 17:19:27.357000+00:00,9000,0 days 00:01:57.147000,117
628050,11203,START,W_Completeren aanvraag,2012-02-14 15:08:55.820000+00:00,2012-02-08 16:47:24.693000+00:00,207521,9000,COMPLETE,2012-02-14 15:17:31.029000+00:00,2012-02-08 16:47:24.693000+00:00,9000,0 days 00:08:35.209000,515
654851,11203,START,W_Completeren aanvraag,2012-02-14 15:18:00.437000+00:00,2012-02-14 07:11:46.703000+00:00,209179,10000,COMPLETE,2012-02-14 15:36:36.006000+00:00,2012-02-14 07:11:46.703000+00:00,10000,0 days 00:18:35.569000,1115
568384,11203,START,W_Completeren aanvraag,2012-02-14 16:12:07.013000+00:00,2012-01-26 22:06:44.703000+00:00,204329,18096,COMPLETE,2012-02-14 16:12:22.990000+00:00,2012-01-26 22:06:44.703000+00:00,18096,0 days 00:00:15.977000,15
607187,11203,START,W_Completeren aanvraag,2012-02-14 16:12:34.204000+00:00,2012-02-03 16:20:07.448000+00:00,206303,35000,COMPLETE,2012-02-14 16:13:31.827000+00:00,2012-02-03 16:20:07.448000+00:00,35000,0 days 00:00:57.623000,57
655367,11203,START,W_Completeren aanvraag,2012-02-14 16:13:47.085000+00:00,2012-02-14 11:39:04.237000+00:00,209242,6000,COMPLETE,2012-02-14 16:22:00.252000+00:00,2012-02-14 11:39:04.237000+00:00,6000,0 days 00:08:13.167000,493
655292,11203,START,W_Completeren aanvraag,2012-02-14 16:22:29.068000+00:00,2012-02-14 10:48:29.873000+00:00,209227,15000,COMPLETE,2012-02-14 16:37:04.569000+00:00,2012-02-14 10:48:29.873000+00:00,15000,0 days 00:14:35.501000,875
511180,11203,START,W_Completeren aanvraag,2012-02-14 17:48:34.463000+00:00,2012-01-15 21:48:29.432000+00:00,201168,6000,COMPLETE,2012-02-14 17:48:52.296000+00:00,2012-01-15 21:48:29.432000+00:00,6000,0 days 00:00:17.833000,17
508535,11203,START,W_Completeren aanvraag,2012-02-14 17:49:12.978000+00:00,2012-01-15 11:55:35.316000+00:00,201027,7500,COMPLETE,2012-02-14 17:49:19.587000+00:00,2012-01-15 11:55:35.316000+00:00,7500,0 days 00:00:06.609000,6
512280,11203,START,W_Completeren aanvraag,2012-02-14 17:49:24.710000+00:00,2012-01-16 10:50:37.198000+00:00,201259,10000,COMPLETE,2012-02-14 17:49:33.494000+00:00,2012-01-16 10:50:37.198000+00:00,10000,0 days 00:00:08.784000,8
643929,11203,START,W_Completeren aanvraag,2012-02-15 09:26:35.481000+00:00,2012-02-12 10:35:53.472000+00:00,208517,15000,COMPLETE,2012-02-15 09:40:24.941000+00:00,2012-02-12 10:35:53.472000+00:00,15000,0 days 00:13:49.460000,829
643943,11203,START,W_Completeren aanvraag,2012-02-15 09:46:21.493000+00:00,2012-02-12 10:35:53.472000+00:00,208517,15000,COMPLETE,2012-02-15 09:47:08.307000+00:00,2012-02-12 10:35:53.472000+00:00,15000,0 days 00:00:46.814000,46
639139,11203,START,W_Completeren aanvraag,2012-02-15 10:04:09.378000+00:00,2012-02-10 16:27:46.389000+00:00,208196,15000,COMPLETE,2012-02-15 10:27:54.368000+00:00,2012-02-10 16:27:46.389000+00:00,15000,0 days 00:23:44.990000,1424
650072,11203,START,W_Completeren aanvraag,2012-02-15 10:30:03.496000+00:00,2012-02-13 14:47:03.588000+00:00,208862,10000,COMPLETE,2012-02-15 10:41:16.909000+00:00,2012-02-13 14:47:03.588000+00:00,10000,0 days 00:11:13.413000,673
656663,11203,START,W_Completeren aanvraag,2012-02-15 11:23:34.230000+00:00,2012-02-14 15:14:53.836000+00:00,209341,25000,COMPLETE,2012-02-15 11:35:46.051000+00:00,2012-02-14 15:14:53.836000+00:00,25000,0 days 00:12:11.821000,731
663663,11203,START,W_Completeren aanvraag,2012-02-15 15:24:20.934000+00:00,2012-02-15 15:08:59.586000+00:00,209733,7500,COMPLETE,2012-02-15 15:36:40.521000+00:00,2012-02-15 15:08:59.586000+00:00,7500,0 days 00:12:19.587000,739
661737,11203,START,W_Completeren aanvraag,2012-02-15 15:57:21.787000+00:00,2012-02-15 11:01:41.844000+00:00,209625,5000,COMPLETE,2012-02-15 16:02:52.240000+00:00,2012-02-15 11:01:41.844000+00:00,5000,0 days 00:05:30.453000,330
664036,11203,START,W_Completeren aanvraag,2012-02-15 19:24:14.198000+00:00,2012-02-15 16:04:53.363000+00:00,209760,10000,COMPLETE,2012-02-15 19:36:16.120000+00:00,2012-02-15 16:04:53.363000+00:00,10000,0 days 00:12:01.922000,721
664047,11203,START,W_Completeren aanvraag,2012-02-15 19:37:18.254000+00:00,2012-02-15 16:04:53.363000+00:00,209760,10000,COMPLETE,2012-02-15 19:42:54.830000+00:00,2012-02-15 16:04:53.363000+00:00,10000,0 days 00:05:36.576000,336
658472,11203,START,W_Completeren aanvraag,2012-02-15 19:46:34.168000+00:00,2012-02-14 22:22:06.138000+00:00,209499,50000,COMPLETE,2012-02-15 20:07:03.260000+00:00,2012-02-14 22:22:06.138000+00:00,50000,0 days 00:20:29.092000,1229
666794,11203,START,W_Completeren aanvraag,2012-02-16 12:12:52.714000+00:00,2012-02-15 22:13:18.716000+00:00,209945,12500,COMPLETE,2012-02-16 12:21:58.411000+00:00,2012-02-15 22:13:18.716000+00:00,12500,0 days 00:09:05.697000,545
669300,11203,START,W_Completeren aanvraag,2012-02-16 14:15:20.226000+00:00,2012-02-16 14:11:45.461000+00:00,210134,5000,COMPLETE,2012-02-16 14:19:32.158000+00:00,2012-02-16 14:11:45.461000+00:00,5000,0 days 00:04:11.932000,251
665695,11203,START,W_Completeren aanvraag,2012-02-16 19:16:44.086000+00:00,2012-02-15 19:43:12.848000+00:00,209853,10000,COMPLETE,2012-02-16 19:24:27.051000+00:00,2012-02-15 19:43:12.848000+00:00,10000,0 days 00:07:42.965000,462
675441,11203,START,W_Completeren aanvraag,2012-02-18 12:58:19.199000+00:00,2012-02-18 12:54:31.062000+00:00,210593,20000,COMPLETE,2012-02-18 13:03:04.804000+00:00,2012-02-18 12:54:31.062000+00:00,20000,0 days 00:04:45.605000,285
675455,11203,START,W_Completeren aanvraag,2012-02-18 13:03:11.168000+00:00,2012-02-18 12:54:31.062000+00:00,210593,20000,COMPLETE,2012-02-18 13:11:06.123000+00:00,2012-02-18 12:54:31.062000+00:00,20000,0 days 00:07:54.955000,474
675469,11203,START,W_Completeren aanvraag,2012-02-18 13:13:59.059000+00:00,2012-02-18 12:54:31.062000+00:00,210593,20000,COMPLETE,2012-02-18 13:18:22.208000+00:00,2012-02-18 12:54:31.062000+00:00,20000,0 days 00:04:23.149000,263
676192,11203,START,W_Completeren aanvraag,2012-02-18 14:41:59.754000+00:00,2012-02-18 14:40:59.946000+00:00,210629,5000,COMPLETE,2012-02-18 14:57:22.097000+00:00,2012-02-18 14:40:59.946000+00:00,5000,0 days 00:15:22.343000,922
679636,11203,START,W_Completeren aanvraag,2012-02-20 10:51:26.302000+00:00,2012-02-19 19:48:39.420000+00:00,210890,6000,COMPLETE,2012-02-20 11:04:40.984000+00:00,2012-02-19 19:48:39.420000+00:00,6000,0 days 00:13:14.682000,794
677910,11203,START,W_Completeren aanvraag,2012-02-20 11:38:32.591000+00:00,2012-02-19 10:30:25.168000+00:00,210758,12500,COMPLETE,2012-02-20 11:49:21.908000+00:00,2012-02-19 10:30:25.168000+00:00,12500,0 days 00:10:49.317000,649
679019,11203,START,W_Completeren aanvraag,2012-02-20 12:16:49.244000+00:00,2012-02-19 15:20:43.642000+00:00,210833,35000,COMPLETE,2012-02-20 12:28:02.092000+00:00,2012-02-19 15:20:43.642000+00:00,35000,0 days 00:11:12.848000,672
682424,11203,START,W_Completeren aanvraag,2012-02-20 14:20:43.617000+00:00,2012-02-20 13:07:51.930000+00:00,211074,25000,COMPLETE,2012-02-20 14:32:41.902000+00:00,2012-02-20 13:07:51.930000+00:00,25000,0 days 00:11:58.285000,718
683214,11203,START,W_Completeren aanvraag,2012-02-20 15:18:08.683000+00:00,2012-02-20 14:31:25.396000+00:00,211122,13000,COMPLETE,2012-02-20 15:21:56.886000+00:00,2012-02-20 14:31:25.396000+00:00,13000,0 days 00:03:48.203000,228
676906,11203,START,W_Completeren aanvraag,2012-02-20 16:29:34.827000+00:00,2012-02-18 19:55:50.144000+00:00,210686,6000,COMPLETE,2012-02-20 16:44:25.657000+00:00,2012-02-18 19:55:50.144000+00:00,6000,0 days 00:14:50.830000,890
678078,11203,START,W_Completeren aanvraag,2012-02-20 18:33:58.637000+00:00,2012-02-19 11:21:11.605000+00:00,210770,10000,COMPLETE,2012-02-20 18:37:40.278000+00:00,2012-02-19 11:21:11.605000+00:00,10000,0 days 00:03:41.641000,221
677783,11203,START,W_Completeren aanvraag,2012-02-20 19:03:15.534000+00:00,2012-02-19 03:42:07.995000+00:00,210737,5000,COMPLETE,2012-02-20 19:04:34.116000+00:00,2012-02-19 03:42:07.995000+00:00,5000,0 days 00:01:18.582000,78
678000,11203,START,W_Completeren aanvraag,2012-02-20 19:36:29.954000+00:00,2012-02-19 10:33:26.323000+00:00,210761,8000,COMPLETE,2012-02-20 19:36:38.266000+00:00,2012-02-19 10:33:26.323000+00:00,8000,0 days 00:00:08.312000,8
681030,11203,START,W_Completeren aanvraag,2012-02-20 19:37:20.051000+00:00,2012-02-20 11:07:34.873000+00:00,211014,5000,COMPLETE,2012-02-20 19:40:28.394000+00:00,2012-02-20 11:07:34.873000+00:00,5000,0 days 00:03:08.343000,188
666703,11203,START,W_Completeren aanvraag,2012-02-21 11:04:58.300000+00:00,2012-02-15 21:58:40.039000+00:00,209916,7000,COMPLETE,2012-02-21 11:05:43.039000+00:00,2012-02-15 21:58:40.039000+00:00,7000,0 days 00:00:44.739000,44
650824,11203,START,W_Completeren aanvraag,2012-02-21 11:05:58.871000+00:00,2012-02-13 15:51:45.765000+00:00,208904,16000,COMPLETE,2012-02-21 11:07:45.955000+00:00,2012-02-13 15:51:45.765000+00:00,16000,0 days 00:01:47.084000,107
681936,11203,START,W_Completeren aanvraag,2012-02-21 11:25:27.912000+00:00,2012-02-20 12:43:49.713000+00:00,211053,22000,COMPLETE,2012-02-21 11:25:34.764000+00:00,2012-02-20 12:43:49.713000+00:00,22000,0 days 00:00:06.852000,6
639655,11203,START,W_Completeren aanvraag,2012-02-21 11:26:04.890000+00:00,2012-02-10 18:05:15.521000+00:00,208232,10000,COMPLETE,2012-02-21 11:27:47.008000+00:00,2012-02-10 18:05:15.521000+00:00,10000,0 days 00:01:42.118000,102
684892,11203,START,W_Completeren aanvraag,2012-02-21 11:27:56.022000+00:00,2012-02-20 17:54:53.316000+00:00,211227,25000,COMPLETE,2012-02-21 11:29:27.603000+00:00,2012-02-20 17:54:53.316000+00:00,25000,0 days 00:01:31.581000,91
686051,11203,START,W_Completeren aanvraag,2012-02-21 11:29:51.919000+00:00,2012-02-20 21:46:43.607000+00:00,211317,2500,COMPLETE,2012-02-21 11:37:35.603000+00:00,2012-02-20 21:46:43.607000+00:00,2500,0 days 00:07:43.684000,463
683269,11203,START,W_Completeren aanvraag,2012-02-21 11:50:12.333000+00:00,2012-02-20 14:54:23.597000+00:00,211131,8000,COMPLETE,2012-02-21 11:54:13.388000+00:00,2012-02-20 14:54:23.597000+00:00,8000,0 days 00:04:01.055000,241
683279,11203,START,W_Completeren aanvraag,2012-02-21 11:56:56.730000+00:00,2012-02-20 14:54:23.597000+00:00,211131,8000,COMPLETE,2012-02-21 11:59:48.985000+00:00,2012-02-20 14:54:23.597000+00:00,8000,0 days 00:02:52.255000,172
684902,11203,START,W_Completeren aanvraag,2012-02-21 12:01:16.444000+00:00,2012-02-20 17:54:53.316000+00:00,211227,25000,COMPLETE,2012-02-21 12:12:57.654000+00:00,2012-02-20 17:54:53.316000+00:00,25000,0 days 00:11:41.210000,701
686061,11203,START,W_Completeren aanvraag,2012-02-21 12:34:18.509000+00:00,2012-02-20 21:46:43.607000+00:00,211317,2500,COMPLETE,2012-02-21 12:39:17.638000+00:00,2012-02-20 21:46:43.607000+00:00,2500,0 days 00:04:59.129000,299
687404,11203,START,W_Completeren aanvraag,2012-02-21 12:39:59.963000+00:00,2012-02-21 12:18:28.587000+00:00,211435,12000,COMPLETE,2012-02-21 12:41:00.929000+00:00,2012-02-21 12:18:28.587000+00:00,12000,0 days 00:01:00.966000,60
682302,11203,START,W_Completeren aanvraag,2012-02-21 12:42:14.570000+00:00,2012-02-20 12:59:19.768000+00:00,211068,20000,COMPLETE,2012-02-21 12:58:50.480000+00:00,2012-02-20 12:59:19.768000+00:00,20000,0 days 00:16:35.910000,995
683048,11203,START,W_Completeren aanvraag,2012-02-21 12:51:51.679000+00:00,2012-02-20 14:17:51.905000+00:00,211113,5000,COMPLETE,2012-02-21 12:57:42.218000+00:00,2012-02-20 14:17:51.905000+00:00,5000,0 days 00:05:50.539000,350
682312,11203,START,W_Completeren aanvraag,2012-02-21 12:59:25.565000+00:00,2012-02-20 12:59:19.768000+00:00,211068,20000,COMPLETE,2012-02-21 13:00:25.654000+00:00,2012-02-20 12:59:19.768000+00:00,20000,0 days 00:01:00.089000,60
687418,11203,START,W_Completeren aanvraag,2012-02-21 13:01:28.630000+00:00,2012-02-21 12:18:28.587000+00:00,211435,12000,COMPLETE,2012-02-21 13:04:06.194000+00:00,2012-02-21 12:18:28.587000+00:00,12000,0 days 00:02:37.564000,157
687432,11203,START,W_Completeren aanvraag,2012-02-21 13:11:21.733000+00:00,2012-02-21 12:18:28.587000+00:00,211435,12000,COMPLETE,2012-02-21 13:14:29.288000+00:00,2012-02-21 12:18:28.587000+00:00,12000,0 days 00:03:07.555000,187
690484,11203,START,W_Completeren aanvraag,2012-02-22 09:49:38.501000+00:00,2012-02-22 09:27:25.269000+00:00,211652,28500,COMPLETE,2012-02-22 09:59:15.704000+00:00,2012-02-22 09:27:25.269000+00:00,28500,0 days 00:09:37.203000,577
680563,11203,START,W_Completeren aanvraag,2012-02-22 10:00:20.321000+00:00,2012-02-20 09:57:58.629000+00:00,210972,37000,COMPLETE,2012-02-22 10:12:11.951000+00:00,2012-02-20 09:57:58.629000+00:00,37000,0 days 00:11:51.630000,711
686666,11203,START,W_Completeren aanvraag,2012-02-22 10:47:52.893000+00:00,2012-02-21 10:38:57.994000+00:00,211384,2500,COMPLETE,2012-02-22 10:55:37.031000+00:00,2012-02-21 10:38:57.994000+00:00,2500,0 days 00:07:44.138000,464
682234,11203,START,W_Completeren aanvraag,2012-02-22 11:05:52.061000+00:00,2012-02-20 12:50:13.195000+00:00,211059,5000,COMPLETE,2012-02-22 11:20:16.526000+00:00,2012-02-20 12:50:13.195000+00:00,5000,0 days 00:14:24.465000,864
645756,11203,START,W_Completeren aanvraag,2012-02-22 14:07:08.770000+00:00,2012-02-12 14:15:17.823000+00:00,208589,21115,COMPLETE,2012-02-22 14:10:19.430000+00:00,2012-02-12 14:15:17.823000+00:00,21115,0 days 00:03:10.660000,190
673715,11203,START,W_Completeren aanvraag,2012-02-22 14:10:40.231000+00:00,2012-02-17 19:45:30.845000+00:00,210473,30000,COMPLETE,2012-02-22 14:18:35.454000+00:00,2012-02-17 19:45:30.845000+00:00,30000,0 days 00:07:55.223000,475
690435,11203,START,W_Completeren aanvraag,2012-02-22 14:20:10.099000+00:00,2012-02-22 09:22:00.486000+00:00,211649,11000,COMPLETE,2012-02-22 14:23:49.789000+00:00,2012-02-22 09:22:00.486000+00:00,11000,0 days 00:03:39.690000,219
690497,11203,START,W_Completeren aanvraag,2012-02-22 14:25:03.097000+00:00,2012-02-22 09:27:25.269000+00:00,211652,28500,COMPLETE,2012-02-22 14:30:40.550000+00:00,2012-02-22 09:27:25.269000+00:00,28500,0 days 00:05:37.453000,337
690211,11203,START,W_Completeren aanvraag,2012-02-22 14:31:10.825000+00:00,2012-02-21 22:45:08.070000+00:00,211615,3000,COMPLETE,2012-02-22 14:31:23.961000+00:00,2012-02-21 22:45:08.070000+00:00,3000,0 days 00:00:13.136000,13
689834,11203,START,W_Completeren aanvraag,2012-02-22 14:31:37.617000+00:00,2012-02-21 20:56:24.106000+00:00,211594,7750,COMPLETE,2012-02-22 14:35:02.054000+00:00,2012-02-21 20:56:24.106000+00:00,7750,0 days 00:03:24.437000,204
690272,11203,START,W_Completeren aanvraag,2012-02-22 14:35:19.796000+00:00,2012-02-21 23:38:40.044000+00:00,211624,35000,COMPLETE,2012-02-22 14:35:26.284000+00:00,2012-02-21 23:38:40.044000+00:00,35000,0 days 00:00:06.488000,6
690994,11203,START,W_Completeren aanvraag,2012-02-22 14:35:50.196000+00:00,2012-02-22 10:27:43.272000+00:00,211673,50000,COMPLETE,2012-02-22 14:41:46.672000+00:00,2012-02-22 10:27:43.272000+00:00,50000,0 days 00:05:56.476000,356
612053,11203,START,W_Completeren aanvraag,2012-02-22 19:53:23.028000+00:00,2012-02-04 22:13:23.679000+00:00,206531,9300,COMPLETE,2012-02-22 19:56:19.060000+00:00,2012-02-04 22:13:23.679000+00:00,9300,0 days 00:02:56.032000,176
634476,11203,START,W_Completeren aanvraag,2012-02-22 19:57:05.667000+00:00,2012-02-09 20:53:32.083000+00:00,207960,2000,COMPLETE,2012-02-22 19:58:08.816000+00:00,2012-02-09 20:53:32.083000+00:00,2000,0 days 00:01:03.149000,63
608971,11203,START,W_Completeren aanvraag,2012-02-22 20:32:33.407000+00:00,2012-02-03 22:50:55.044000+00:00,206381,5000,COMPLETE,2012-02-22 20:32:58.803000+00:00,2012-02-03 22:50:55.044000+00:00,5000,0 days 00:00:25.396000,25
668209,11203,START,W_Completeren aanvraag,2012-02-22 20:33:20.945000+00:00,2012-02-16 10:51:32.843000+00:00,210050,25000,COMPLETE,2012-02-22 20:34:41.961000+00:00,2012-02-16 10:51:32.843000+00:00,25000,0 days 00:01:21.016000,81
669794,11203,START,W_Completeren aanvraag,2012-02-22 20:34:48.834000+00:00,2012-02-16 14:47:54.554000+00:00,210161,300,COMPLETE,2012-02-22 20:35:42.970000+00:00,2012-02-16 14:47:54.554000+00:00,300,0 days 00:00:54.136000,54
645770,11203,START,W_Completeren aanvraag,2012-02-22 20:35:53.870000+00:00,2012-02-12 14:15:17.823000+00:00,208589,21115,COMPLETE,2012-02-22 20:36:25.274000+00:00,2012-02-12 14:15:17.823000+00:00,21115,0 days 00:00:31.404000,31
673729,11203,START,W_Completeren aanvraag,2012-02-22 20:36:59.578000+00:00,2012-02-17 19:45:30.845000+00:00,210473,30000,COMPLETE,2012-02-22 20:39:46.235000+00:00,2012-02-17 19:45:30.845000+00:00,30000,0 days 00:02:46.657000,166
666721,11203,START,W_Completeren aanvraag,2012-02-22 20:39:58.659000+00:00,2012-02-15 21:58:40.039000+00:00,209916,7000,COMPLETE,2012-02-22 20:40:58.064000+00:00,2012-02-15 21:58:40.039000+00:00,7000,0 days 00:00:59.405000,59
